ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step reasoning_alignment external_hallucination redundancy      common_sense_error missing_step    semantic_coverage_step semantic_coverage_chain discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
0        0.8094979623953501 0.7357315825578827 0.8931407630443573 0.9345898719210374 0.06358684734864672 0.06572334468364716 0.8047035137812296 0.9479645940604522 0.7118856012821198 0.8764348421894035 0.6839032471179962 0.9636840467651685 0.9301605224609375 0.9753737580031157 0.998727967380546 0.012253977508966755 0.024979342714211084 0.007753465874846264 0.9365846316019694 0.843964159488678
1        0.7430371288210154 0.7050239813904609 0.9100635349750519 0.9273525786586105 0.059374548140026295 0.12312175333499908 0.762251254171133 0.9283001149920258 0.6528489291667938 0.9545494050337879 0.7475713491439819 0.9734963309019804 0.9009016901254654 0.42839372158050537 0.020083189010620117 0.01069730495308566 0.029006930376725668 0.005681571237453085 0.9639543145895004 0.9152538180351257
2        0.7721282318234444 0.7136011300908942 0.8619085624814034 0.9294297129837508 0.07889129627834668 0.11973883211612701 0.757860790938139 0.8815801930815979 0.6340781301259995 0.9017139952467949 0.7485708147287369 0.9672583738962809 0.9542882889509201 0.9703147299587727 0.9970435365103185 0.009787822695802416 0.02819334507453606 0.005181305779346183 0.9852517396211624 0.966188371181488
3        0.7883501313626766 0.725305313289526 0.8892415463924408 0.9312388993112753 0.05426726706566354 0.07271656394004822 0.853117860853672 0.9350044120703647 0.7665706872940063 0.8599052939576255 0.6424370110034943 0.9307025633752346 0.9312727451324463 0.971581868827343 0.9941628808155656 0.024659634996098027 0.05879767455905226 0.016632456075243093 0.9873527586460114 0.9763036370277405
4        0.8379053821166357 0.7639185477519173 0.8583194687962532 0.9409670021973158 0.02739270493902013 0.07401224970817566 0.6946160284181436 0.9368592645753069 0.6031611636281013 0.8853735413252533 0.7067696750164032 0.8647723558048407 0.8632999137043953 0.007812976837158203 0.9356302320957184 0.012884304174642137 0.07253280371850662 0.008537715651788524 0.9095345437526703 0.6185808777809143
5        0.7337137763698895 0.7074163163787333 0.9065240323543549 0.9290601676231937 0.011304587125778198 0.03580036759376526 0.6934085781375567 0.8473373689686732 0.5859783515334129 0.9072494975177321 0.7587385177612305 0.9525982956091563 0.919991061091423 0.0016193389892578125 0.0012273192405700684 0.007726617316810888 0.058809100712419383 0.0006747859449272789 0.916123366355896 0.7039980888366699
6        0.6900168564170599 0.6485436874061781 0.8540437817573547 0.9229276274832395 0.06576469416419661 0.09245875477790833 0.8475822731852531 0.9134464346656488 0.7128314077854156 0.9731344482442008 0.885004311800003 0.9990478586405516 0.9196150451898575 0.9159974828362465 0.9975109177175909 0.013686753686501898 0.05388579260103047 0.004767687655479545 0.9830589443445206 0.9514630436897278
7        0.7919603735208511 0.7176356193711232 0.8461729511618614 0.9295921204266725 0.08029608097341323 0.13820134848356247 0.7383577153086662 0.9368829454929148 0.7001591175794601 0.9102782217587426 0.6792334467172623 0.920964332918326 0.8826094269752502 0.0231131911277771 0.9972729743458331 0.012933222666881768 0.029873971434676263 0.0059672618194885315 0.953307718038559 0.9132519364356995
8        0.7960175037384033 0.7376500003329179 0.8851820677518845 0.9387426949754546 0.06695155734601232 0.10006073117256165 0.7186165958642959 0.9250122500011972 0.6652337908744812 0.914275921581406 0.7510403394699097 0.9402395452062289 0.9455575346946716 0.03307980298995972 0.9512937590479851 0.021401893255167413 0.0689031517568282 0.010784391124107891 0.9854229927062989 0.9742863178253174
9        0.6259274184703827 0.5768876229449587 0.7733258455991745 0.8191441472211043 1.0             1.0             0.6086513921618462 0.85360721598796 0.6086513921618462 0.8215720646550106 0.4881634535267949 0.9006703024109205 0.7765505425632 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
10       0.6259274184703827 0.5768876223391469 0.7733258455991745 0.8191441472211043 1.0             1.0             0.5543344169855118 0.8332887248628684 0.5543344169855118 0.827580967673671 0.5217027012258768 0.9413429995377859 0.7834135107696056 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
11       0.7747409045696259 0.6913981187052503 0.8931463807821274 0.9150763357229018 1.0             1.0             0.821622759103775 0.9598189040703504 0.821622759103775 0.8698549847449754 0.6678315550088882 0.9614277500659227 0.9285265654325485 0.3320860266685486 0.9992007333785295 0.01615837771465604 0.01615837771465604 0.01615837771465604 0.9663708209991455 0.9663708209991455
12       0.7864508301019668 0.756920871089982 0.9275008738040924 0.9412189562542316 0.06089639434447658 0.08745788037776947 0.7951745808124542 0.9186600584834288 0.7473664879798889 0.9069298569116553 0.7473906725645065 0.9589479763060809 0.9103462845087051 0.7205121219158173 0.9974337820895016 0.015641163474196033 0.04706499422562328 0.0031633941980982517 0.9252892136573792 0.8348318934440613
13       0.6894264910370111 0.6628356141382423 0.871288999915123 0.9132199691314447 0.08449088699287843 0.12331292033195496 0.8742742463946342 0.9261158150170314 0.7545280754566193 0.9169865738738929 0.7545280754566193 0.9593014251440763 0.9625817686319351 0.8495888411998749 0.9938417226076126 0.018753206586835144 0.041055124204857574 0.010656330172258244 0.9512359499931335 0.913566529750824
14       0.8143177901705106 0.7863612166619387 0.9035833477973938 0.9496716571165554 0.05943676128106956 0.057380422949790955 0.8318055967489878 0.921332916807998 0.7382707595825195 0.8879724839080367 0.7382707595825195 0.9404564319799343 0.9513554573059082 0.06188368797302246 0.993333738297224 0.015331506795560196 0.056978334989935625 0.0030013218554573303 0.9691785573959351 0.9186014533042908
15       0.7255040804545084 0.7151657995916363 0.8614557012915611 0.942264056472636 0.05742365831420537 0.12249723076820374 0.7876612345377604 0.9191642509537914 0.6983519792556763 0.9099931847859128 0.7895960211753845 0.977547933657964 0.9208984524011612 0.6468903720378876 0.9928849563002586 0.00970508961432235 0.023391266531775444 0.0040034037888942355 0.8899144927660624 0.7353396415710449
16       0.8575758635997772 0.8009761214742195 0.8835320770740509 0.9496282177045942 0.05584360429873836 0.07721875607967377 0.8132460176944732 0.9603524716286511 0.7719516158103943 0.8717363548632102 0.7008488774299622 0.884090984861056 0.9597505778074265 0.18537384271621704 0.9962308157701045 0.032999880748176766 0.07798665505255513 0.023759585727471565 0.9733095765113831 0.9461711645126343
17       0.6029828488826752 0.5683465356607331 0.7718934156000614 0.8104028301504903 1.0             1.0             0.5435566790401936 0.8187841730660069 0.5435566790401936 0.8076269614355257 0.5184411611407995 0.9221123196184635 0.7666901405900717 0.00048828125   0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
18       0.7757208831608295 0.7384048029321285 0.8679280281066895 0.945727472175967 0.06079024738735628 0.06758329272270203 0.8028726205229759 0.9465778315632889 0.7542808055877686 0.8804449302790331 0.7160863876342773 0.9517356492578983 0.9441657066345215 0.008021235466003418 0.9941628412343562 0.018190015294153983 0.046320396757728234 0.01201455912018677 0.9669599533081055 0.9078571200370789
19       0.757654852100781 0.7303162539552079 0.8849872648715973 0.927195101355513 0.05215271668774746 0.06807275116443634 0.742319832955088 0.9015421433127415 0.70389224588871 0.8819586888809994 0.7199234962463379 0.9841033951157616 0.9060641080141068 0.026293933391571045 0.5155637562274933 0.008073406057111222 0.04634843400601805 0.0009099486376481719 0.9328535624912807 0.8467822074890137
20       0.8022804955641428 0.7407922027532452 0.8833382278680801 0.951439202174373 0.059768387959116986 0.09263841807842255 0.7216577728589376 0.93685574437486 0.6728134751319885 0.8510579687455655 0.6446064710617065 0.9352682412912449 0.9069500118494034 0.23848867416381836 0.9985350758070126 0.014099405226381851 0.029211108194118693 0.012911061079453535 0.923197865486145 0.7936227917671204
21       0.7298445329070091 0.6933634636963728 0.822431206703186 0.9408838826197164 0.05631854385137558 0.06681893765926361 0.7108619511127472 0.9098858027352135 0.6647518128156662 0.8583207034538063 0.6638376712799072 0.9205132499337196 0.9090242236852646 0.017445743083953857 0.10989904403686523 0.018026634686708058 0.057278051703637464 0.016007309216049547 0.9720655530691147 0.9099789261817932
22       0.6870260685682297 0.6671657452800421 0.8794455528259277 0.934961478544187 0.05234402418136597 0.11280076205730438 0.8396908566355705 0.9191420528589802 0.7440747022628784 0.9032628521728316 0.6982091665267944 0.9843691910306612 0.9776062667369843 0.07034635543823242 0.993031904567033 0.011738736086453346 0.03377694246603371 0.003998851572547304 0.9866703748703003 0.969653844833374
23       0.7899062126874924 0.7474437763213471 0.8666239827871323 0.9356331493705511 0.06980804800987239 0.09143379330635071 0.786599087715149 0.9166489834342011 0.6806164383888245 0.8988144293982028 0.7597093880176544 0.9402323201298713 0.9414341747760773 0.00044220685958862305 0.998509178054519 0.01275567174771233 0.05680649016730013 0.0026334681801481064 0.9618195176124573 0.8945487141609192
24       0.6978639513254166 0.6226641309812018 0.7761986348778009 0.8438059572550073 1.0             1.0             0.5420812964439392 0.8616462522933839 0.5420812964439392 0.8042102244898937 0.5136304004117846 0.9641270339488983 0.764574833214283 0.0011881589889526367 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
25       0.8451781358037677 0.7869889952057267 0.9437751024961472 0.9345762018001441 0.058300150978949805 0.07801148295402527 0.7897759207657405 0.9534708147228197 0.6468616127967834 0.882398550524143 0.7222987413406372 0.8625192283874465 0.9587247371673584 0.0018634796142578125 0.9970244823489338 0.012683752958108713 0.0399974322928438 0.007199113687710262 0.9841016786439079 0.9631056785583496
26       0.725942350924015 0.6666224423666869 0.8599731773138046 0.9218906419972579 0.11360294024149575 0.11808887124061584 0.8340259194374084 0.9530073148426901 0.8287102580070496 0.8600979219451945 0.6729966104030609 0.9337828382849693 0.9471485018730164 0.9872458782047033 0.9968192426022142 0.02277734759038159 0.029504065404383953 0.013130637169862621 0.924519956111908 0.8571267127990723
27       0.7426237463951111 0.6862690620195202 0.8776236325502396 0.905785685091947 0.06996570681703507 0.09645941853523254 0.7191809788346291 0.918429377484741 0.6796490699052811 0.8426765891842427 0.6319018304347992 0.9432789981365204 0.9082863926887512 0.11946213245391846 0.02007746696472168 0.01913276261298217 0.043848923930419254 0.01822091575824544 0.9822563081979752 0.9714059233665466
28       0.6978639513254166 0.6226641306572634 0.7761986348778009 0.8438059572550073 1.0             1.0             0.6229797974228859 0.8860886057228597 0.6229797974228859 0.8042102244898937 0.5420812964439392 0.9897868086894354 0.8076666183769703 0.0011881589889526367 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
29       0.7251324146986008 0.6736179795659458 0.8726475685834885 0.9284190151152337 0.05944421035902836 0.08179916441440582 0.7891802996397018 0.9180790771693452 0.7093310356140137 0.9149847653509404 0.7120537012815475 0.9585821290810903 0.9399696886539459 0.44245827198028564 0.004303097724914551 0.015672481558687182 0.040604901957996035 0.005309116257704283 0.9803333759307862 0.9705728888511658
30       0.687939465045929 0.6310649180183343 0.8288953378796577 0.9097236735408555 1.0             1.0             0.7059966027736664 0.9082531425832361 0.7059966027736664 0.8717977906565839 0.6923902779817581 0.9637270569801331 0.9222864806652069 0.9675519280135632 0.9992576730437577 0.004664651924997779 0.004664651924997778 0.004664651924997778 0.953299880027771 0.953299880027771
