ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step reasoning_alignment external_hallucination redundancy      common_sense_error missing_step    semantic_coverage_step semantic_coverage_chain discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
0        0.7376084166268507 0.773689887796839 0.9566129744052887 0.9053807671181857 0.083404541015625 0.13731209933757782 0.7500905593236288 0.8036023080695079 0.5808141529560089 0.8887571063829169 0.6607269495725632 0.8940687651435534 0.916882187128067 0.9924724115990102 0.9892022656276822 0.010116634783692343 0.02340792512166009 0.00486775537669448 0.8745225866635641 0.7603279948234558
1        0.7108767681444684 0.7278362022091944 0.9231213629245758 0.9069815653472625 0.0828459024429321 0.16604196280241013 0.6481730714440346 0.7638840399938692 0.5194035395979881 0.8849304323922895 0.6748348027467728 0.9746501889700692 0.8893872797489166 0.0010179877281188965 0.07854121923446655 0.0021438005059245153 0.005501258804499038 0.0017218367666616834 0.6588692764441172 0.18175843358039856
2        0.8720141351222992 0.8526579439640045 0.915311649441719 0.938389710536348 1.0             1.0             0.7725500166416168 0.9708896171634587 0.7725500166416168 0.9152121035942962 0.6893570423126221 0.8916413088639578 0.8692769408226013 0.9988538118777797 0.999521249148529 0.0022714811102461053 0.0022714811102461053 0.0022714811102461053 0.8889554738998413 0.8889554738998413
3        0.7274865675717592 0.7557219723239541 0.8431774973869324 0.8905790490408738 0.11742860674858091 0.2507976999040693 0.6131240576505661 0.7795441422331874 0.539563924074173 0.8644034419536011 0.6137759983539581 0.9236013746509949 0.8790316134691238 0.9968020485248417 0.12240487337112427 0.002024850554826133 0.0038234714670613407 0.0014831013162023006 0.899433434009552 0.8041237592697144
4        0.6421065181493759 0.7353791669011116 0.9007597118616104 0.9043869192564822 0.08073937495549521 0.2252746168524027 0.6923952326178551 0.7652914303386722 0.5731318816542625 0.8652319748965847 0.6623219400644302 0.9345564891894659 0.9133134484291077 0.1391078233718872 0.9536682441830635 0.0091928620300273 0.020089064626145254 0.004872701888008467 0.9284382065137228 0.8041241765022278
5        0.49371263897046447 0.49371263897046447 0.746856311801821 0.8279225763376487 1.0             1.0             0.5966197997331619 0.795773702915337 0.5966197997331619 0.9106661647136005 0.5097165256738663 0.6366287123722335 0.7753649614751339 0.9904222004115582 0.9996057776734233 0.00486775537669448 0.00486775537669448 0.00486775537669448 0.9227717518806458 0.9227717518806458
6        0.823718657096227 0.858845869700114 0.9271712750196457 0.920544654454874 0.08476076342842798 0.09706158936023712 0.8174795806407928 0.9466708756614253 0.7682663798332214 0.9686152311571776 0.8139852583408356 0.9991565098365148 0.9101460874080658 0.9978596537839621 0.9829542953521013 0.006206579948989678 0.026475543440280337 0.0035215744476208154 0.950821061929067 0.8834941387176514
7        0.5246378816664219 0.5168088035425171 0.7662603352218866 0.8576349806270607 1.0             1.0             0.6555196642875671 0.8362470978914758 0.6555196642875671 0.8453377301683203 0.5712117552757263 0.8132884142299494 0.7935187146067619 0.5393133461475372 0.999502832244616 0.004558262186635834 0.004558262186635834 0.004558262186635834 0.9672654867172241 0.9672654867172241
8        0.7459166194894351 0.8191877601493616 0.8598122149705887 0.9087986409120883 0.09202568531036381 0.259928684681654 0.676794009283185 0.774507906010899 0.5482162274420261 0.9146659440067317 0.7034309953451157 0.9914673264720477 0.8387104868888855 0.9982430525124073 0.9992170759942383 0.007680066230522779 0.016293832259824944 0.0048677623400793825 0.9145336151123047 0.9062952399253845
9        0.4865044942125678 0.4784762125927955 0.7475977502763271 0.8305607409890808 1.0             1.0             0.5232253894209862 0.7551783801941233 0.5232253894209862 0.8171606000244219 0.5192820318043232 0.786030823054413 0.7603896409273148 0.9982303843135014 0.999711994023528 0.004872704211494342 0.004872704211494341 0.004872704211494341 0.8041236400604248 0.8041236400604248
