ID       faithfulness    faithfulness_ww repetition_word repetition_step informativeness_step informativeness_chain discourse_representation coherence_step_vs_step perplexity_step perplexity_chain grammar_step    perplexity_step_max grammar_step_max reasoning_alignment external_hallucination redundancy      common_sense_error missing_step    semantic_coverage_step semantic_coverage_chain
0        N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A            
1        0.7847685987750689 0.928201477442469 0.013724746306737257 0.0035483241081237793 0.7277968854352992 0.880171999335289 0.5983006060123444 0.9868320049718022 0.013921173356215621 0.06997313554845912 0.9461769660313925 0.008272840212130551 0.8141272068023682 0.6748305720587572 0.8984890570302011 0.6217283383011818 0.91006955737658 0.6416313350200653 0.9317648609479269 0.880900040268898
2        0.8135488132635752 0.9438673333231226 0.05862257532451465 0.06643207371234894 0.734688828033345 0.9074071049690247 0.004546403884887695 0.9981005390873179 0.020543390828408368 0.04668821123623221 0.9930868546168009 0.008882909433078255 0.9908488988876343 0.7757422228654226 0.9538051417890756 0.746023952960968 0.81661553882955 0.5308772008866072 0.92583779245615 0.869424857199192
3        0.822334885597229 0.9406511179641285 0.05699581702550249 0.04805436730384827 0.7542666621025531 0.8529546856880188 0.0014818310737609863 0.022090435028076172 0.014975004610710774 0.04854893782632984 0.9830081015825272 0.0068765474542159515 0.9814742207527161 0.7989547625184059 0.9371985737141433 0.6510221362113953 0.8700482921357021 0.6683249324560165 0.8967178091406822 0.949323982000351
4        0.6259274184703827 0.8191441472211043 1.0             1.0             0.5786554726157149 0.7733258455991745 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 9.433509828167359e-06 0.7944335341453552 0.5435566790401936 0.8292570686066135 0.5435566790401936 0.8215720646550106 0.5156547836959362 0.9232496805489063 0.7668184712529182
5        0.6259274184703827 0.8191441472211043 1.0             1.0             0.5786554720001857 0.7733258455991745 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 9.433509828167359e-06 0.7944335341453552 0.5527468398213387 0.8326948557746887 0.5527468398213387 0.8244953809765452 0.5100073218345642 0.9396153464913368 0.7787084449082613
6        0.6259274184703827 0.8191441472211043 1.0             1.0             0.5786554725461335 0.7733258455991745 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 9.433509828167359e-06 0.7944335341453552 0.5527468621730804 0.8326948641358625 0.5527468621730804 0.8280581148336066 0.5008314861916006 0.9349584206938744 0.7657931093126535
7        0.6259274184703827 0.8191441472211043 1.0             1.0             0.5786554724069704 0.7733258455991745 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 9.433509828167359e-06 0.7944335341453552 0.5420812964439392 0.8287051684300888 0.5420812964439392 0.8205854964295018 0.5224367193877697 0.9130027120312055 0.7680810410529375
8        0.6259274184703827 0.8191441472211043 1.0             1.0             0.5768876230353783 0.7733258455991745 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 9.433509828167359e-06 0.7944335341453552 0.5452340915799141 0.8298845426456369 0.5452340915799141 0.8215720646550106 0.506859706249088 0.8896703695257505 0.7712380606681108
9        0.6259274184703827 0.8191441472211043 1.0             1.0             0.5768876229449587 0.7733258455991745 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 9.433509828167359e-06 0.7944335341453552 0.6086513921618462 0.85360721598796 0.6086513921618462 0.8215720646550106 0.4881634535267949 0.9006703024109205 0.7765505425632
10       0.6259274184703827 0.8191441472211043 1.0             1.0             0.5768876223391469 0.7733258455991745 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 9.433509828167359e-06 0.7944335341453552 0.5543344169855118 0.8332887248628684 0.5543344169855118 0.827580967673671 0.5217027012258768 0.9413429995377859 0.7834135107696056
11       0.6259274184703827 0.8191441472211043 1.0             1.0             0.5768876229268747 0.7733258455991745 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 9.433509828167359e-06 0.7944335341453552 0.564861848950386 0.8372267485148464 0.564861848950386 0.8205854964295018 0.523909367620945 0.8897587638348341 0.7728354390710592
12       0.8148661628365517 0.9432732183486223 0.05747654795646673 0.07911650836467743 0.7805282252476267 0.9228240698575974 0.1666610836982727 0.9922865927219391 0.016011545849696426 0.04585859405366637 0.9626079946756363 0.006298983064963261 0.9347065687179565 0.786574475467205 0.9263210161265825 0.7291834056377411 0.8965954216402787 0.699630007147789 0.930532643571496 0.8878442645072937
13       0.731316588819027 0.928188585777684 0.08116803566614783 0.15722914040088654 0.7290815965414209 0.9128231704235077 0.27940088510513306 0.9956404408439994 0.02425958656414692 0.035105066343725524 0.9592495361963908 0.010656330172258244 0.9177669882774353 0.880958134929339 0.9767642538736303 0.7006499618291855 0.9056050511167579 0.7208727449178696 0.9174113273620605 0.9678074717521667
14       0.8044015720486641 0.9433514074475136 0.053168162151619236 0.046703025698661804 0.7715892494048762 0.910906970500946 0.0012287497520446777 0.9882959229871631 0.014557362860393356 0.047352603972604344 0.9835695624351501 0.010267755833138057 0.9762206077575684 0.857039850950241 0.9567630920351924 0.805491030216217 0.9532214552124998 0.788617730140686 0.9503726501017808 0.9649531841278076
15       0.7799770285685858 0.9402679853686472 0.06585118174552917 0.1083027720451355 0.7271109899924393 0.8722116351127625 0.009008049964904785 0.9956502700224519 0.023403395715973562 0.054149214572530864 0.885076105594635 0.011955678109785678 0.6877856850624084 0.7995994786421458 0.9294817323386346 0.7589614689350128 0.896888306740979 0.7589614689350128 0.9679791182279587 0.915009930729866
16       0.7369568981230259 0.9377437645053289 0.05749758250183534 0.09834408760070801 0.7090959826322354 0.8730580732226372 0.003316819667816162 0.9962475223001093 0.01794705547731729 0.037400362698595015 0.9611154347658157 0.011089149854074732 0.8837321400642395 0.8545351587235928 0.9413052804164166 0.683932825922966 0.976384658075256 0.8356097340583801 0.9952900496621927 0.9719385504722595
17       0.793291324749589 0.9400707680865058 0.06403203805287683 0.05048069357872009 0.7332210046908175 0.8466922491788864 0.05466413497924805 0.9934273906983435 0.019230984856695724 0.059343491751171706 0.7407396454364061 0.0016449494515478117 0.020111925899982452 0.7878232002258301 0.8965801391775288 0.7274896502494812 0.885012055607934 0.6647471636533737 0.8875792045146227 0.9046137779951096
18       0.8089249804615974 0.9352412243422709 0.06430118944909835 0.1141185313463211 0.7670054105569569 0.8530246093869209 0.04022020101547241 0.9954129294492304 0.011101162114861913 0.034968204660324326 0.7983654662966728 0.006527376339067927 0.24318942427635193 0.7721900194883347 0.9171187894400541 0.7554464042186737 0.8970193012215024 0.7554464042186737 0.9185315519571304 0.9078606069087982
19       0.7973903536796569 0.9331901517104019 0.0662667197840554 0.10759082436561584 0.7522224350819285 0.8836047947406769 0.048668742179870605 0.9971118380781263 0.006877891192159556 0.03274824279566868 0.9309765100479126 0.001982514781065823 0.7589782476425171 0.7672960430383682 0.9162862493057276 0.7234461009502411 0.8845543633284163 0.7260822504758835 0.9443678935368857 0.9375375658273697
20       0.6029828861355782 0.8104028425681246 1.0             1.0             0.5672234082056249 0.7718934156000614 0.00048828125   0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 9.433509828167359e-06 0.7944335341453552 0.5543344169855118 0.823063136482883 0.5543344169855118 0.8132258136700771 0.4894079025834799 0.8654341492801905 0.7587082916870713
21       0.602982833981514 0.8104028251834365 1.0             1.0             0.567223381536502 0.7718934156000614 0.00048828125   0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 9.433509828167359e-06 0.7944335341453552 0.5752507373690605 0.8313672514818228 0.5752507373690605 0.8076269614355257 0.5435566790401936 0.9526250511407852 0.7881700694561005
22       0.602982833981514 0.8104028251834365 1.0             1.0             0.5672233812961607 0.7718934156000614 0.00048828125   0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 9.433509828167359e-06 0.7944335341453552 0.54851134121418 0.8207512521993665 0.54851134121418 0.8067310069311007 0.4884909503161907 0.9315875743826231 0.7794844787567854
23       0.6029828861355782 0.8104028425681246 1.0             1.0             0.5672234076698641 0.7718934156000614 0.00048828125   0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 9.433509828167359e-06 0.7944335341453552 0.5916790813207626 0.8378896073354999 0.5916790813207626 0.8116631946509012 0.48357516899704933 0.8728443533182144 0.7943265177309513
24       0.6870093494653702 0.9272394127079419 0.08354989998042583 0.18297069519758224 0.6488282272096156 0.8762094974517822 0.7734266966581345 0.914200060069561 0.010586333389472723 0.022823355932875787 0.9484725594520569 0.004337126813067812 0.9022541642189026 0.766007237136364 0.8914760272798596 0.7080096155405045 0.8751552811001628 0.7080096155405045 0.9532724320888519 0.9408716559410095
25       0.7621518857777119 0.9313071328267623 0.06030314243756807 0.08224897086620331 0.7245204209593004 0.9275670498609543 0.9758716523647308 0.9598107002675533 0.008675557589907446 0.028854919873650634 0.9808159470558167 0.0036505032523701077 0.9619718194007874 0.7546432465314865 0.918826294839346 0.698196679353714 0.913654906787841 0.7599557936191559 0.9455454784135023 0.9552543610334396
26       0.7866173138221105 0.933180590141688 0.05269569324122536 0.06219407916069031 0.7351922700519039 0.9012025445699692 0.013903200626373291 0.9662935324013233 0.02286243896607649 0.08507523198740628 0.956927756468455 0.0107628146637319 0.8029216527938843 0.764758879939715 0.939800141661137 0.6893671005964279 0.8856331639006423 0.7295510917901993 0.8731078753868738 0.9235389530658722
27       0.7532323077321053 0.93561591611189 0.04994719889428878 0.12409175932407379 0.7116043603290683 0.910889595746994 0.0014694929122924805 0.6131098866462708 0.014296344834153735 0.04047615607008964 0.8985684365034103 0.006416968119543607 0.6696251034736633 0.7826982233673334 0.9271317610391627 0.6093025282025337 0.8992230874730041 0.6601118296384811 0.9326704367995262 0.9423360824584961
28       0.7499467531840006 0.9255667712304976 0.055162856976191166 0.043735772371292114 0.7180785244681697 0.8769135028123856 0.008269011974334717 0.9941965267062187 0.012804092009894021 0.05745555571492144 0.9827572405338287 0.004061667441692758 0.9687970280647278 0.7567175701260567 0.8872069747421123 0.662268191576004 0.8983015895062478 0.6653037369251251 0.9377040068308513 0.8897518962621689
29       0.7111764922738075 0.9244085196970087 0.06961396667692399 0.11371928453445435 0.661091911784994 0.8655463680624962 0.5917550027370453 0.993151031434536 0.020043687826561664 0.02927329737986887 0.9852014780044556 0.010656330172258244 0.96882164478302 0.8224219481150309 0.9386736445366157 0.6971014440059662 0.9274147445180105 0.7541539967060089 0.9725380515058836 0.9287658035755157
30       0.6944043543189764 0.9265611950461179 0.038203743100166276 0.1368660181760788 0.6501232558240493 0.8672808185219765 0.457950234413147 0.9718441218137741 0.00946511016206045 0.029441280676803197 0.9341889768838882 0.0047148080180815415 0.7758757472038269 0.8224898353219032 0.9070648860555188 0.7050038874149323 0.9679815557495468 0.8856067061424255 0.9572621677070856 0.9701872169971466
31       0.7753656804561615 0.9287917107633017 0.07042283926691328 0.07259039580821991 0.7119412593853971 0.9082186073064804 0.016768574714660645 0.994784998241812 0.017074781235860786 0.050497196476221154 0.9770403802394867 0.005157019668168142 0.9604028463363647 0.7644492164254189 0.9223548753735678 0.7524102926254272 0.8968122746971314 0.7349943518638611 0.9239298154910406 0.9138645827770233
32       0.818030963341395 0.9435985181280362 0.0767760997818362 0.07518219947814941 0.7419139311910329 0.9059615135192871 0.921335332095623 0.9974520276300609 0.01508952117961695 0.04935709927095565 0.9929585258165995 0.00480508796694001 0.9900778532028198 0.7362046887477239 0.9417903402644683 0.73243248462677 0.8098882754219494 0.5415825098752975 0.8527035241325697 0.8957623839378357
33       0.7933152467012405 0.9265985537219692 0.06111657504851997 0.06034359335899353 0.7221838407046897 0.885986328125  0.0027402639389038086 0.951763492077589 0.032048357020427326 0.10193707356490465 0.9677700797716776 0.022573800418931263 0.8640393614768982 0.7032107462485632 0.9206484633499272 0.6438907980918884 0.8208020446123105 0.5678989440202713 0.9141558359066645 0.8590713292360306
34       0.8055366476376852 0.9376054603864651 0.06294410159954655 0.06913964450359344 0.7338604354564157 0.8953674584627151 0.7948614805936813 0.993565434589982 0.012836671679830708 0.04496251715891917 0.9774572054545084 0.005044925238818675 0.9527522325515747 0.8089559574921926 0.9509984401005473 0.7638395428657532 0.8568755869899698 0.5841221362352371 0.9200733254353205 0.9240418523550034
35       0.7352189396818479 0.9308536575251335 0.04879427185425389 0.06306739151477814 0.6865821572249395 0.8727861195802689 0.004081428050994873 0.9866290800273418 0.01795907538654838 0.04643208302862211 0.9837456544240316 0.010025174618832856 0.9685289859771729 0.891900509595871 0.9661254126779202 0.8352365791797638 0.9696509224303931 0.7677890956401825 0.971618227660656 0.942777156829834
36       0.7794335136810938 0.945329805440975 0.04916908760224614 0.06487376987934113 0.7369805129412084 0.9174289107322693 0.8463226109743118 0.9972891337238252 0.021071367542466104 0.05624577568359968 0.987423320611318 0.014142192052623516 0.9762207269668579 0.9025475680828094 0.9733031153575329 0.8150092959403992 0.9835889914599862 0.8968498408794403 0.9403664221366247 0.9644812494516373
