ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step reasoning_alignment external_hallucination redundancy      common_sense_error missing_step    semantic_coverage_step semantic_coverage_chain discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
0        0.6537677645683289 0.600203960283374 0.7976739034056664 0.9124635518654252 1.0             1.0             0.7508681416511536 0.9137425197666325 0.7508681416511536 0.8944796053045585 0.5512679629027843 0.8805857554078103 0.8655641824007034 0.9743498545140028 0.9991266487631947 0.003853334379332887 0.003853334379332887 0.003853334379332887 0.9625697731971741 0.9625697731971741
1        0.7090995758771896 0.6616206248741476 0.8744609877467155 0.9253900489873357 0.08171839453279972 0.2021220400929451 0.6898903213441372 0.8813017140099575 0.6190412566065788 0.9074348904248764 0.6190412566065788 0.9925661161541939 0.8779434114694595 0.8720691204071045 0.7864670753479004 0.012772219279199037 0.020652398411263408 0.012603451901812118 0.9621007740497589 0.9296144843101501
2        0.6259274184703827 0.5802634825381721 0.7733258455991745 0.8188544193067662 1.0             1.0             0.6116343438625336 0.8547230564312143 0.6116343438625336 0.8215720646550106 0.5435566790401936 0.8865408127506574 0.8051264807581902 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
3        N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A             N/A            
4        0.6259274184703827 0.5786554726157149 0.7733258455991745 0.8191441472211043 1.0             1.0             0.5435566790401936 0.8292570686066135 0.5435566790401936 0.8215720646550106 0.5156547836959362 0.9232496805489063 0.7668184712529182 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
5        0.6259274184703827 0.5786554720001857 0.7733258455991745 0.8191441472211043 1.0             1.0             0.5527468398213387 0.8326948557746887 0.5527468398213387 0.8244953809765452 0.5100073218345642 0.9396153464913368 0.7787084449082613 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
6        0.6259274184703827 0.5786554725461335 0.7733258455991745 0.8191441472211043 1.0             1.0             0.5527468621730804 0.8326948641358625 0.5527468621730804 0.8280581148336066 0.5008314861916006 0.9349584206938744 0.7657931093126535 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
7        0.6259274184703827 0.5786554724069704 0.7733258455991745 0.8191441472211043 1.0             1.0             0.5420812964439392 0.8287051684300888 0.5420812964439392 0.8205854964295018 0.5224367193877697 0.9130027120312055 0.7680810410529375 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
8        0.6259274184703827 0.5768876230353783 0.7733258455991745 0.8191441472211043 1.0             1.0             0.5452340915799141 0.8298845426456369 0.5452340915799141 0.8215720646550106 0.506859706249088 0.8896703695257505 0.7712380606681108 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
9        0.6259274184703827 0.5768876229449587 0.7733258455991745 0.8191441472211043 1.0             1.0             0.6086513921618462 0.85360721598796 0.6086513921618462 0.8215720646550106 0.4881634535267949 0.9006703024109205 0.7765505425632 0.0008943676948547363 0.9991921079345047 9.433509828167359e-06 9.433509828167359e-06 9.433509828167359e-06 0.7944335341453552 0.7944335341453552
