ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
0        0.7399465534836054 0.7289006179198623 0.8909765034914017 0.9323452419090655 0.16043632030487065 0.2400032849982381 0.8170270174741745 0.9857635404914618 0.01948137814304015 0.048356515910628596 0.00486775537669448 0.545651026070118 0.1685301810503006
1        0.6812911350280046 0.6915866555646062 0.8765339851379395 0.9375549051194236 0.16626715362071987 0.23259182460606098 0.9700258281081915 0.9950461094267666 0.023284447734833087 0.04007483557809901 0.004867757697821673 0.9169314503669739 0.9110907316207886
2        0.7692423462867737 0.7259578009446461 0.9032902419567108 0.9308575400064066 1.0             1.0             0.9987971903756261 0.9995861820643768 0.025812409119877932 0.025812409119877932 0.025812409119877932 0.9236844182014465 0.9236844182014465
3        0.7575467067460219 0.7509515800823767 0.9167726337909698 0.9219025149196386 0.053554440799512326 0.10041612386703491 0.45309245586395264 0.9944586190395057 0.017562140449530528 0.05214468775835662 0.004867757697821673 0.9699559807777405 0.9227721691131592
4        0.7423166173199812 0.7510239544014136 0.924212634563446 0.9246283045367283 0.07344238247190205 0.15540210902690887 0.3729182481765747 0.9958934877067804 0.007892270547451098 0.023371231693058842 0.004867753055568393 0.9476412733395895 0.9227718710899353
5        0.7270017005503178 0.7524576863894861 0.9037735760211945 0.9359447603615431 0.1426357209682465 0.22658956982195377 0.9473138712346554 0.9772699009627104 0.005390514984455925 0.013066323861667868 0.0016446522010330816 0.7130087912082672 0.5120617747306824
6        0.7475223417083422 0.7208663957814375 0.8706720843911171 0.9478744496591389 0.08616589568555355 0.1558188945055008 0.1971033215522766 0.9771169312298298 0.009369445798862201 0.017364265144740137 0.0048726995645237 0.9259125590324402 0.8041236996650696
7        0.7470782417804003 0.741558869369328 0.8887896686792374 0.9185430933535099 0.16327566206455235 0.23553815390914679 0.9408052191138268 0.9948501787148416 0.008428810136371536 0.010845811330856006 0.004867757697821673 0.958291232585907 0.9227718710899353
8        0.7186629176139832 0.7043231904506684 0.9162291288375854 0.933315304017836 0.1423349380493164 0.19245056807994843 0.9866620087996125 0.9614993929862976 0.007473434589683339 0.019815097337053677 0.0019660120971531263 0.7555036544799805 0.5235303640365601
9        0.6467167027294636 0.6429778631776571 0.8521468639373779 0.9325600196466302 0.1413527488708496 0.22186382301151752 0.9515745081007481 0.9946553981862962 0.011517027920061911 0.017438977878678114 0.00486775537669448 0.7874380648136139 0.6521042585372925
10       0.8350329995155334 0.7731629133224487 0.9287524819374084 0.9221027151787776 1.0             1.0             0.9984816991491243 0.9996840600215364 0.009631117798862492 0.009631117798862492 0.009631117798862492 0.9865307211875916 0.9865307211875916
11       0.7412728238850832 0.7411275802180171 0.9204540997743607 0.9127316426796218 0.1382629066705704 0.23534534312784672 0.9300739169120789 0.9968516572844237 0.007660363706860551 0.010866222470358174 0.00486775537669448 0.9503973722457886 0.9227718710899353
12       0.5169630795717239 0.5059110583795701 0.733257157728076 0.8275872257122222 1.0             1.0             0.9014442265033722 0.9996057776734233 0.00486775537669448 0.00486775537669448 0.00486775537669448 0.9227717518806458 0.9227717518806458
13       0.6936027382810911 0.7082136354098718 0.9024080485105515 0.9220409391654862 0.062433332204818726 0.16929860413074493 0.028484821319580078 0.9848532807081938 0.016872817467291225 0.03642474549074772 0.0048726995645237 0.9289467334747314 0.8041236996650696
14       0.7036459799855947 0.7182364424690604 0.8935166448354721 0.9380200291052461 0.18011445999145503 0.2531744472216815 0.9884710507467389 0.9960122830234468 0.025012968068177373 0.04914625100432891 0.004867757697821673 0.954706221818924 0.9227721691131592
15       0.7039703009650111 0.7422674746873479 0.9189086556434631 0.9287320498928979 0.14563258886337282 0.2401564959436655 0.017746269702911377 0.9955271705985069 0.010079084009811251 0.01408449783793568 0.004867757697821673 0.9576162099838257 0.9227718710899353
16       0.7424501329660416 0.7203883870194356 0.8713527917861938 0.9125599142524504 0.07868619561195378 0.14537356793880463 0.00933152437210083 0.9886659057810903 0.024459737813345803 0.052393064846248866 0.0048726995645237 0.9270269473393759 0.8041231632232666
17       0.7395416274666786 0.7467089660465718 0.9388830959796906 0.9352650379141172 0.15584829449653625 0.2457001954317093 0.020354092121124268 0.986950471997261 0.0071901203756807855 0.009110436140772157 0.004867757697821673 0.9395174980163574 0.9227718710899353
18       0.9372252523899078 0.8178642275077956 0.9374522119760513 0.9323219615036027 1.0             1.0             0.9652510397136211 0.9987119663273916 0.030747254459524243 0.030747254459524243 0.030747254459524243 0.9893795847892761 0.9893795847892761
19       0.718567069619894 0.7544895436614751 0.9132617264986038 0.9338796878623408 0.13454928696155544 0.22683614306151867 0.9551612734794617 0.9953383933752775 0.01566879327916861 0.022687722750517014 0.004867757697821673 0.8807478249073029 0.8387234807014465
20       0.6421610414981842 0.6671674862504006 0.8507922440767288 0.9209818924650733 0.060068279504776 0.11940409243106842 0.0324859619140625 0.009216547012329102 0.016024629453557947 0.04751965871444243 0.004872706534981324 0.8794872462749481 0.775305449962616
21       0.6578564768036207 0.6614715653161207 0.8821187168359756 0.9256609616981398 0.07581751197576525 0.0905524343252182 0.5769744217395782 0.990023828111589 0.02213274251365619 0.04786710911230105 0.0048726949175574895 0.930559496084849 0.8041231632232666
22       0.7599414959549904 0.7679188487430413 0.9153086245059967 0.9374601419482912 0.1543418109416962 0.21859600394964218 0.9749668762087822 0.9958188231103122 0.01212326638312456 0.016765496034268634 0.00486775537669448 0.9578979313373566 0.9227716326713562
23       0.7518294677138329 0.7290054397391421 0.9325295388698578 0.9392004215882884 0.15255461931228642 0.2359916977584362 0.9090849310159683 0.9956923420540988 0.018503153549516975 0.032636299089034364 0.00486775537669448 0.9216665923595428 0.9205615520477295
24       0.7459162175655365 0.698104062428077 0.8364929258823395 0.8986854327999273 1.0             1.0             0.9958458356559277 0.9997866031771991 0.0018786611117071381 0.0018786611117071381 0.0018786611117071381 0.8827865123748779 0.8827865123748779
25       0.8087910711765289 0.7617638980348904 0.929683119058609 0.950855191734284 1.0             1.0             0.1557214856147766 0.9995887786499225 0.016858013874779473 0.016858013874779473 0.016858013874779473 0.9199773073196411 0.9199773073196411
26       0.9272487163543701 0.8426323309540749 0.9206395894289017 0.9700453951823478 1.0             1.0             0.9757434949278831 0.9971750872209668 0.02966687202980795 0.02966687202980795 0.02966687202980795 0.8930994272232056 0.8930994272232056
27       0.8124995827674866 0.7888917997479439 0.958554208278656 0.9265207884416762 1.0             1.0             0.9949510516598821 0.9991169029963203 0.018259959801753274 0.018259959801753274 0.018259959801753274 0.9622560739517212 0.9622560739517212
28       0.9084275364875793 0.8817967240299498 0.9678219258785248 0.9723268087421145 0.05754027647130633 0.11100475490093231 0.010696649551391602 0.0033277273178100586 0.010540759912179948 0.0284087172205703 0.0036266348751079194 0.962631630897522 0.899847686290741
29       0.6836298853158951 0.621122658844494 0.7908341847360134 0.9171215098592153 1.0             1.0             0.981494840234518 0.9993809051229618 0.03901640877368478 0.03901640877368478 0.03901640877368478 0.9363716244697571 0.9363716244697571
30       0.7549677230417728 0.7492946820954483 0.9340549111366272 0.9406697990638869 0.1427476704120636 0.24065406154841185 0.029793500900268555 0.9791854042559862 0.014563995434354961 0.020400736874050793 0.004867757697821673 0.9576600790023804 0.9227716326713562
31       0.738471295684576 0.7566245788087447 0.8996041715145111 0.9463839514387978 0.036971545219421365 0.20825937017798424 0.006306886672973633 0.02938711643218994 0.009345528533550227 0.013663901686087434 0.004872706534981324 0.9288275241851807 0.8041239380836487
32       0.6894316412508488 0.6794093766560156 0.8852387517690659 0.910956673634549 0.137878167629242 0.2353359954431653 0.9232201129198074 0.9949030438438058 0.005384465484082852 0.008029227343156288 0.004867757697821673 0.7427003383636475 0.5626288056373596
