ID       faithfulness    informativeness_step informativeness_chain faithfulness_ww repetition_word repetition_step discourse_representation coherence_step_vs_step perplexity_step perplexity_chain perplexity_step_max grammar_step    grammar_step_max
0        0.684634305536747 0.6941002705134451 0.9059072136878967 0.9302513883449137 0.14326213896274564 0.237174604088068 0.0012752413749694824 0.9912453899160028 0.015746781799222363 0.026407477598741652 0.00486775537669448 0.9500775635242462 0.9227718710899353
1        0.7388341389596462 0.7221580385230482 0.9035399854183197 0.8887033265616212 0.13274983167648313 0.2534346557222307 0.0011878013610839844 0.9825529791414738 0.0016910252533190958 0.003839342221142874 0.001153181475755018 0.8646268844604492 0.8041233420372009
2        0.8209531605243683 0.7974419519305229 0.9274428486824036 0.9322457439576268 1.0             1.0             0.05463218688964844 0.9998964712431189 0.005591377296510559 0.005591377296510559 0.005591377296510559 0.9947315454483032 0.9947315454483032
3        0.6927767172455788 0.724386783523692 0.8864261955022812 0.9161880573740712 0.22746336758136754 0.2468984837178141 0.09333664178848267 0.9865359235554934 0.018539260568253977 0.04191632953692307 0.00486775537669448 0.9469719529151917 0.9227718710899353
4        0.6996053121984005 0.725739766119255 0.8853896111249924 0.9480941458432762 0.23651760816574097 0.24126057978719473 0.033851563930511475 0.9934534621424973 0.011193700974234446 0.0149934346992018 0.00486775537669448 0.9579436779022217 0.9227718710899353
5        0.9119381755590439 0.8341178902321391 0.9199101477861404 0.9547296925898521 0.16651889085769656 0.22422385960817337 0.07014375925064087 0.9974099351093173 0.011035372650840843 0.017324641293330417 0.003288208235689491 0.9102962613105774 0.8423835039138794
6        0.9095838963985443 0.8463723187645276 0.921284556388855 0.9353037382044443 0.14194384813308714 0.2159365490078926 0.9931658692657948 0.9931659144349396 0.008627366126176341 0.022280189474997023 0.0014923611567563828 0.9856540262699127 0.9827327728271484
7        0.631707176566124 0.6182857174426317 0.7985645234584808 0.8558615942796072 0.1259323716163635 0.23740490153431892 0.7919474393129349 0.5735896229743958 0.0027722849400088653 0.007633517959950275 0.0021845349509516812 0.9403456151485443 0.9227719902992249
8        0.7645730376243591 0.7666553643842537 0.9425492435693741 0.9221889849971322 0.12230093777179718 0.18836387991905212 0.9721446093171835 0.9385997466742992 0.003710347173913873 0.008266597953731206 0.0016808576676198739 0.9258068203926086 0.874034583568573
9        1.0             0.8598601453006267 0.8901593685150146 0.9511078559181652 1.0             1.0             0.0008460283279418945 0.9983448905404657 0.00018703225500999943 0.00018703225500999943 0.00018703225500999943 0.6256656050682068 0.6256656050682068
10       0.822757750749588 0.7783762946724891 0.9102077782154083 0.9598399705357021 0.1442369818687439 0.22169536724686623 0.013276517391204834 0.9937286479398608 0.0182078792533113 0.041810401197063606 0.0030388312600619534 0.9832784533500671 0.9785601496696472
11       0.705525366589427 0.7292079707607627 0.9045701920986176 0.9222456748156171 0.19467916190624235 0.24732329254038632 0.48093026876449585 0.992594993673265 0.010191452385811876 0.016496876532242355 0.004867760018949975 0.9381681978702545 0.9227719902992249
12       0.7258013933897018 0.7206541677670819 0.9111227691173553 0.9388406872749329 0.14927023053169253 0.21993473917245865 0.6110194623470306 0.9968009935691953 0.006523966392720283 0.007660139511564917 0.00486775537669448 0.9287023544311523 0.9227718710899353
13       0.5532764382660389 0.5423610366082617 0.7687291204929352 0.837264233182072 1.0             1.0             0.38139116764068604 0.9996057776734233 0.00486775537669448 0.00486775537669448 0.00486775537669448 0.7496024966239929 0.7496024966239929
14       0.8811599612236023 0.792272575199604 0.9024474173784256 0.9383698495538294 1.0             1.0             0.9847617736086249 0.9993061360437423 0.017867204817061322 0.017867204817061322 0.017867204817061322 0.9524758458137512 0.9524758458137512
15       0.856914758682251 0.793404147773981 0.8949244618415833 0.9429614516821775 0.13006273508071897 0.18777188658714294 0.06274443864822388 0.9940852373838425 0.007484917000893522 0.01833335914988606 0.002822550623299439 0.8755784928798676 0.7705904841423035
16       0.7297344096004963 0.7191408284008503 0.874044731259346 0.9375624394527188 0.2432202666997909 0.23150421306490898 0.20777255296707153 0.9865655712783337 0.006852363242461823 0.024067240537514054 0.0016446506325712659 0.6851277649402618 0.5120617747306824
17       0.5589060187339783 0.5383980665821582 0.7403798429295421 0.8420980019847234 1.0             1.0             0.5753016769886017 0.9996057776734233 0.00486775537669448 0.00486775537669448 0.00486775537669448 0.9227717518806458 0.9227717518806458
18       0.886601597070694 0.8476073101162911 0.9760235249996185 0.953883768547149 0.05947112705972457 0.09557829797267914 0.4185863733291626 0.9959145523607731 0.02181273405754915 0.06697849480603314 0.02150652587291354 0.9936619400978088 0.9935546517372131
19       0.9617571085691452 0.9305306315422058 0.9926596581935883 0.9927465671629417 0.06497490982855525 0.06659992039203644 0.10567235946655273 0.10567134618759155 0.021601278706411715 0.06450273707733033 0.006553970618317107 0.963420495390892 0.9102892875671387
20       0.7049801610410213 0.6847094468772411 0.8793366998434067 0.9126245971573027 0.18714632689952848 0.25388263654895127 0.08313781023025513 0.9983109111199155 0.020033312704724533 0.03259604895568327 0.00984274821197132 0.9782865941524506 0.9771132469177246
21       0.8718774169683456 0.7894278792664409 0.9427435398101807 0.9496160519534144 0.13616190552711482 0.117699533700943 0.0029308199882507324 0.9943581908009946 0.00516384320129171 0.045547392850873065 0.0010365912546599382 0.8218902051448822 0.6595337986946106
22       0.7563495300710201 0.7462666042149066 0.8808783143758774 0.9392082441760146 0.1573180854320526 0.25012677581980824 0.879914753139019 0.9953214526176453 0.011908406061716293 0.017162849164932888 0.004867757697821673 0.9483461678028107 0.9227718710899353
23       0.6491831131279469 0.6325891623273492 0.7909314446151257 0.8941320340548243 0.22233295738697056 0.23738162871450186 0.22687041759490967 0.9944293927401304 0.007662599737209281 0.013650291166121238 0.004867760018949975 0.8904607594013214 0.858149528503418
24       0.7790450031558672 0.7460242946011324 0.8716125264763832 0.9192068353295326 0.10535161031617057 0.061128661036491394 0.04799407720565796 0.9941213023848832 0.003991658889763808 0.011744034760535196 0.002107530074699844 0.5455233405033747 0.08095930516719818
25       0.882941335439682 0.750724759302102 0.7743764221668243 0.8967311392385899 1.0             1.0             0.0007611513137817383 0.9997294085333124 0.00417644111468134 0.004176441114681341 0.004176441114681341 0.8427592515945435 0.8427592515945435
26       0.6812512464821339 0.6901102885603905 0.8972158879041672 0.8979171753713959 0.1624564796686172 0.2386728348210454 0.045609354972839355 0.988661034964025 0.009085281623772229 0.017943371367794895 0.004872706534981324 0.8928677439689636 0.8041234612464905
27       0.8312297463417053 0.7694780277088284 0.8975864499807358 0.9362245014720055 1.0             1.0             0.9540813826024532 0.9997592414583778 0.018384176916259223 0.018384176916259223 0.018384176916259223 0.898614227771759 0.898614227771759
28       0.9643525431553522 0.9361801448588569 0.9704897701740265 0.9939612627432153 0.05541011510473304 0.10013037919998169 0.003049492835998535 0.0508652925491333 0.02455528801220061 0.12072797871239194 0.00243934775353071 0.986423909664154 0.9712246060371399
29       0.8848776817321777 0.847119471856526 0.918375238776207 0.9630723327398301 0.09014768401781714 0.11550489068031311 0.029331088066101074 0.9970800292212516 0.005692850673543711 0.017013159623462833 0.0031806188539911773 0.9791266620159149 0.9769721031188965
30       0.7574065377314886 0.7922840941519964 0.9477420151233673 0.924945411808563 0.12944134473800661 0.21125228330492973 0.3663073182106018 0.7003112435340881 0.007743650909671083 0.013852385420191318 0.00486775537669448 0.9580804506937662 0.9227721691131592
31       0.7364078611135483 0.7649040360535895 0.9367903023958206 0.9224886838878904 0.12409414350986481 0.20533636212348938 0.6217833757400513 0.6967929601669312 0.009510998659569 0.01768725145483837 0.004867757697821673 0.9683290918668112 0.9227721691131592
32       0.7055838741362095 0.727593230911427 0.8937225490808487 0.9250358006074315 0.17174118757247925 0.24880452745128423 0.03591519594192505 0.996413396904245 0.01763786538542254 0.023740090076392224 0.010044807700075294 0.9815464913845062 0.9786496758460999
33       0.8709996789693832 0.8092602532770898 0.9376966953277588 0.9563559231005216 0.07482710693563732 0.07307510077953339 0.8000688552856445 0.9978952326346189 0.010188697670239468 0.05776809774583078 0.0049948715348154555 0.9878933429718018 0.9875860214233398
34       0.8828438520431519 0.7824719105329778 0.9177698194980621 0.9496030722381098 1.0             1.0             0.030606508255004883 0.9986562702106312 0.039787048326773176 0.039787048326773176 0.039787048326773176 0.9926497340202332 0.9926497340202332
