cosine_similarity,length_difference,length_prediction,more_comprehensive,faithfulness,informativeness_step,informativeness_chain,reasoning_alignment,repetition_step,semantic_coverage_step,missing_step,coherence_step_vs_step,perplexity_step,grammar_step,common_sense_error,redundancy,competency,model_name
0.02598698558531676,-158.34736024844722,2.0,-1.0,0.5980068946153111,0.5666554851844495,0.7712149562467445,0.5589113780106447,1.0,0.89587642313533,0.500407641734621,0.9991921079345047,9.433509828167359e-06,0.7944335341453552,0.8074662454544255,0.5589113780106447,Overall,medalpaca-13b
0.029288218190528466,-165.97319932998326,2.0,-1.0,0.5979698776100548,0.5667952627552947,0.7708533003955917,0.5632434729268303,1.0,0.8945415932442597,0.5048944014907012,0.9991921079345047,9.433509828167359e-06,0.7944335341453552,0.8073662986253919,0.5632434729268303,counseling skills and interventions,medalpaca-13b
0.03859181052025453,-152.38365800865802,2.0,-1.0,0.595042581432116,0.564973082773595,0.7715523051706775,0.5568755473619028,1.0,0.8976968965689731,0.5008814994167843,0.9991921079345047,9.43350982816736e-06,0.7944335341453552,0.8073651019364444,0.5568755473619028,"intake, assessment, and diagnosis",medalpaca-13b
0.004183846428621926,-158.07051282051282,2.0,-1.0,0.5995658409437199,0.5676703910108062,0.7711479648309777,0.5542587283521127,1.0,0.8998482350199458,0.4926289708131756,0.9991921079345047,9.43350982816736e-06,0.7944335341453552,0.806888661570794,0.5542587283521127,professional practice and ethics,medalpaca-13b
0.018286280092915257,-151.21948818897638,2.0,-1.0,0.6019074273567031,0.56841221249167,0.7714550578948404,0.5568763103453428,1.0,0.8913704403718992,0.4966846369712212,0.9991921079345047,9.43350982816736e-06,0.7944335341453552,0.8084038363162792,0.5568763103453428,treatment planning,medalpaca-13b
0.029835669040355988,-159.30434782608697,2.0,-1.0,0.5974407215481219,0.5658455363624552,0.7720172444115514,0.563395218356796,1.0,0.8961818313531402,0.5067195368566267,0.9991921079345047,9.433509828167359e-06,0.7944335341453552,0.808151468811234,0.563395218356796,core counseling attributes,medalpaca-13b
0.7231062939911155,-18.86164596273292,141.4857142857143,0.33354037267080744,0.7375695778275586,0.7096762997765712,0.8763424029585367,0.8070059232471701,0.09149110766333056,0.947827016751914,0.7010894221826369,0.8433761492451097,0.016389152424235037,0.8841478266539743,0.8912886461896559,0.7348429926914042,Overall,Meta-Llama-3-8B-Instruct
0.7108313193922267,-25.258375209380233,142.71482412060303,0.35510887772194305,0.7379889236058295,0.711795287762041,0.870399301721897,0.8049219463488164,0.09043012035252457,0.9488106569605711,0.6948373835795938,0.8342512734039332,0.01590456775385631,0.8892423880664145,0.8895625121282846,0.7303161396078728,counseling skills and interventions,Meta-Llama-3-8B-Instruct
0.7356609608252327,-15.66125541125541,138.7224025974026,0.2878787878787879,0.7340719429463611,0.7069989914458564,0.8788357148938751,0.8114848805342878,0.09425720938247549,0.946929684128205,0.7041917155492744,0.8145933008104668,0.01694835943001592,0.8661489593782801,0.8915390858510117,0.7389486489386108,"intake, assessment, and diagnosis",Meta-Llama-3-8B-Instruct
0.7215075251056161,-32.01007326007326,128.06043956043956,0.3333333333333333,0.733913058641681,0.7016843027236758,0.8772733700854001,0.8049485458527349,0.09337695094845475,0.9502468031343083,0.7062102714246445,0.8573094011078018,0.016334305084771895,0.9005022259625602,0.8934729097476847,0.7343453125202613,professional practice and ethics,Meta-Llama-3-8B-Instruct
0.7303994822455203,3.072834645669291,156.29232283464566,0.35826771653543305,0.7466577076877752,0.7179702321478095,0.8852201255742372,0.8066356803759873,0.08703409810000513,0.944572268198215,0.7052820289478176,0.8997635482627107,0.016482929462535142,0.886328758084149,0.8929307287416569,0.7386422416591268,treatment planning,Meta-Llama-3-8B-Instruct
0.7298845156379368,0.11956521739130435,161.42391304347825,0.43478260869565216,0.7389982473699079,0.7113133958981426,0.8704270681609279,0.8027953791461006,0.08867469235606812,0.9493308268819455,0.6948654965861983,0.8636639324199085,0.017095749411988583,0.8907667733482075,0.8883251011172931,0.7343810602374699,core counseling attributes,Meta-Llama-3-8B-Instruct
0.4785984929301053,-72.91133540372671,87.43602484472049,0.018633540372670808,0.6894098578504019,0.6521369674884614,0.8300440648715995,0.7126576253814694,0.3658736250670598,0.9135834773039078,0.5678307592453895,0.7006936016099011,0.015518151639015564,0.6118762019511196,0.8173172285559949,0.6722336119625093,Overall,Asclepius-13B
0.46814528221523444,-82.04773869346734,85.92546063651591,0.023450586264656615,0.6835058344243938,0.6473918520729282,0.819395902229066,0.7079579108726143,0.3864895855380812,0.9022167540317619,0.561536127607253,0.72161632684186,0.014737399383648379,0.6269898751440031,0.8109499272967093,0.6679345936759358,counseling skills and interventions,Asclepius-13B
0.5156823987004174,-66.12391774891775,88.25974025974025,0.010822510822510822,0.6998662721680238,0.660619728611592,0.841097136671671,0.7291002368549234,0.32112852281621695,0.9253311780228957,0.5791858983915541,0.6794577123368213,0.016983281553422498,0.6016294289355225,0.8241096923224269,0.6861117032408972,"intake, assessment, and diagnosis",Asclepius-13B
0.47897930919694215,-75.13736263736264,84.93315018315019,0.014652014652014652,0.687123947185345,0.6487705449923573,0.831162397913471,0.7085199259052087,0.37094673009643897,0.9196758442417637,0.5690796967223116,0.6998159782071904,0.015075968359233837,0.62298205343043,0.8188842365615482,0.6689261973088423,professional practice and ethics,Asclepius-13B
0.43838590219631557,-64.54625984251969,88.6732283464567,0.027559055118110236,0.6886855559542294,0.6532195143324856,0.8357506513084086,0.700226803061083,0.3834483989342079,0.9149480890241979,0.5625905877237729,0.6958188055466776,0.015316762075040872,0.5912835157415633,0.8197136254207048,0.6625507881637575,treatment planning,Asclepius-13B
0.45421171301732893,-38.58695652173913,122.71739130434783,0.0,0.6679825930926927,0.6331673895933769,0.8073198463686783,0.6926046651198668,0.4873153324360433,0.8816244544718405,0.545352130824619,0.6747201012508215,0.014218611506159506,0.5436993997076138,0.7989095525062028,0.6527835648992787,core counseling attributes,Asclepius-13B
0.6031720148977934,-78.69347826086957,81.65388198757763,0.08819875776397515,0.7448880202256233,0.7081575588232051,0.8677220445279588,0.8123238485653279,0.18680150540376472,0.926512021095488,0.6185263473980989,0.8484027376415708,0.027682940898118177,0.9530717278876111,0.8591413577040701,0.7364679283824003,Overall,Llama-2-7b-hf
0.5854586056492899,-84.7533500837521,83.21984924623115,0.08375209380234507,0.7515704554846465,0.7160475462868501,0.8662379571022949,0.8051880284694576,0.1610833540647735,0.9233912714983735,0.6136346514800329,0.8654849134707142,0.03019423785182595,0.9498369951413863,0.8568423616023457,0.727155692438584,counseling skills and interventions,Llama-2-7b-hf
0.6403406707406673,-67.52759740259741,86.85606060606061,0.07575757575757576,0.7427962363527667,0.7041684578843511,0.8682597743254558,0.8214207600807536,0.18929513477042428,0.9255656536720068,0.6173971788929997,0.8188756758981706,0.021627450379456483,0.9531673521018842,0.8536173077471781,0.7513514747026727,"intake, assessment, and diagnosis",Llama-2-7b-hf
0.5933002667985993,-87.84249084249085,72.22802197802197,0.06227106227106227,0.7218544483351524,0.6856961717777061,0.8608406203195125,0.8230920249016066,0.23447884397657764,0.9362093902915262,0.6297395767502473,0.8410369123057369,0.026334447785758015,0.9564121714764116,0.8691577253714257,0.7457073016617543,professional practice and ethics,Llama-2-7b-hf
0.5965082321836664,-74.43602362204724,78.78346456692914,0.14960629921259844,0.7607607710433143,0.7226148802586051,0.8786169950846642,0.8014398503618353,0.18891982779256986,0.922464919271096,0.6194221011306137,0.8596907131000115,0.03347147540867625,0.9573859705337914,0.8635181712473976,0.7222654241628534,treatment planning,Llama-2-7b-hf
0.49825566525206616,-81.1304347826087,80.17391304347827,0.08695652173913043,0.71367322594349,0.6918146082107884,0.8573518584927787,0.8039642889952693,0.21339108568170798,0.9535684139667027,0.6239891238510609,0.9543836378915053,0.037134046234558155,0.9468967813879029,0.8612898101584404,0.7242741374217946,core counseling attributes,Llama-2-7b-hf
0.06515461850596116,-144.65683229813664,15.690527950310559,0.004347826086956522,0.5090202956824214,0.48187874579764106,0.6131790575261882,0.5172671608068861,0.4165259323294003,0.6768928506589885,0.4338789459651453,0.627873279410559,0.007280258898356406,0.6468580205127863,0.6227628972043114,0.4920009251649966,Overall,BioMedGPT-LM-7B
0.06375769326865821,-156.41917922948073,11.554020100502512,0.005025125628140704,0.5051505146113676,0.4801570935599382,0.6085122643417712,0.5134680607655441,0.40911482475226874,0.6714530421931847,0.43144040155537283,0.6223916790201064,0.006481755878914442,0.6441940603935229,0.6212546484760211,0.4878972677055316,counseling skills and interventions,BioMedGPT-LM-7B
0.08058781181441947,-135.9366883116883,18.446969696969695,0.006493506493506494,0.5315016659640511,0.5021931490728511,0.6370568374964082,0.5495285350826382,0.39027620104113314,0.7000239073199718,0.4571290865351999,0.6330022129553493,0.00891456528420663,0.6680122239161254,0.6432566962931385,0.521085936736388,"intake, assessment, and diagnosis",BioMedGPT-LM-7B
0.05327057192143011,-139.3232600732601,20.747252747252748,0.003663003663003663,0.4668941565160755,0.44119502540857386,0.5674413894712516,0.4668536856998214,0.41586528926569244,0.6321099010279749,0.39527957261092883,0.5945651730461321,0.006788264466012522,0.6013054559717723,0.575451395112214,0.4432588364513618,professional practice and ethics,BioMedGPT-LM-7B
0.05156645686713992,-138.66437007874015,14.55511811023622,0.0,0.5147245892750486,0.4854459553276424,0.6203979862868552,0.5164505347211071,0.46063802327124737,0.6845958000036767,0.4336656345302921,0.6586994129072876,0.006961927033567466,0.6545761010672976,0.6299736585599601,0.49496789913125866,treatment planning,BioMedGPT-LM-7B
0.0831234439316651,-140.5,20.804347826086957,0.0,0.5763449711290745,0.5455386991712815,0.7054504238716934,0.5701300605444412,0.6708793290283369,0.7969650040887015,0.48437888622688857,0.7492079105577432,0.004709326463464581,0.7356958123260179,0.7232606850149917,0.5558608154887739,core counseling attributes,BioMedGPT-LM-7B
0.6623246265517444,-60.98385093167702,99.35170807453416,0.29751552795031055,0.6992402424456035,0.6635723851954368,0.8395283408717524,0.7280892013885559,0.4805503809993786,0.9300312586753531,0.6268732588013883,0.8378495124210452,0.009024002872656844,0.897035048066282,0.8579626639518478,0.6884088415179621,Overall,Llama3-Med42-8B
0.6540156143095026,-70.05904522613065,97.9141541038526,0.2914572864321608,0.6990019076278717,0.6643641568573114,0.8344963896704504,0.7334163657455206,0.4715168092760977,0.9298202295213708,0.6271197437156628,0.837584602871804,0.00875870501232422,0.8966758097229637,0.8581861901781559,0.6927499289264032,counseling skills and interventions,Llama3-Med42-8B
0.6890090020913712,-49.10010822510822,105.24242424242425,0.2922077922077922,0.6954419268160706,0.6609701497539743,0.842143005701548,0.728025109716596,0.4689512949142589,0.9308592986586334,0.6271150539744065,0.8128590880722075,0.009867789415760348,0.8868821512045467,0.85793107928954,0.6873782191277397,"intake, assessment, and diagnosis",Llama3-Med42-8B
0.6405918541681636,-75.40750915750915,84.66300366300366,0.25274725274725274,0.6981537054475827,0.6589355266388656,0.8379145274365205,0.7222507969719216,0.5451398690848615,0.9323299291241809,0.6222006040213903,0.8452496949238737,0.008994645934129061,0.9080432349525749,0.855599865281212,0.6868603848766931,professional practice and ethics,Llama3-Med42-8B
0.6638003008982797,-42.98425196850393,110.23523622047244,0.3858267716535433,0.7077145943835077,0.6715015183719849,0.8488184787593342,0.7218073368192819,0.45742513786627376,0.9255139564457848,0.6312864346535808,0.8795669725291728,0.008125677025576884,0.9026453519658062,0.8597742125511086,0.6811848963926158,treatment planning,Llama3-Med42-8B
0.5910191717355148,-91.58695652173913,69.71739130434783,0.13043478260869565,0.6990152360196562,0.6602830565751341,0.8334867786211164,0.7268156149573083,0.45343944074019144,0.9412299502757296,0.6204720274747714,0.7913269282333836,0.008902800377658842,0.9139489512944566,0.8591952795195865,0.6933517911187981,core counseling attributes,Llama3-Med42-8B
0.46677833328252044,-95.63493788819876,64.71242236024845,0.10745341614906832,0.5522896678986833,0.5218250696139947,0.6524694142513185,0.5965079459995336,0.27968084092515155,0.7144880605671889,0.48029006337959834,0.6372431342210186,0.011231188455934623,0.7003032435112492,0.65723120738176,0.5640030057930173,Overall,meditron-70b
0.4685369558933455,-103.32579564489112,64.64740368509213,0.11222780569514237,0.5762568670661004,0.545413017923455,0.6777378261975407,0.6197167116528692,0.2863924376049564,0.7468234730565504,0.49997120412604584,0.6660801707609975,0.01091477021732497,0.7329622194227173,0.68627030720922,0.584986273988682,counseling skills and interventions,meditron-70b
0.4769141367541876,-86.89880952380952,67.48484848484848,0.11471861471861472,0.5233090617920376,0.49357722678034044,0.6227160429469112,0.5844516819308893,0.2819214475530631,0.682392635717607,0.45998154185455065,0.6213930308309437,0.012151177517258473,0.6629966589858661,0.6283655018979023,0.5550275801114528,"intake, assessment, and diagnosis",meditron-70b
0.4658414507796476,-93.4551282051282,66.61538461538461,0.10256410256410256,0.5551698451821561,0.5232693805037972,0.6555633047551271,0.5897321622453716,0.2757765229231927,0.7125634978622556,0.48008340733863425,0.5913624167715237,0.011001332616090717,0.708367669526797,0.6549541758487144,0.5566355204107342,professional practice and ethics,meditron-70b
0.4471120360723557,-94.94291338582677,58.27657480314961,0.09055118110236221,0.5365609614118564,0.5074558032697137,0.6329285188277406,0.5628445542321623,0.2563309011262233,0.6850381679685494,0.4629493128883242,0.627011350882203,0.010559800709855795,0.6719348596272388,0.6320245816280716,0.5309165251976627,treatment planning,meditron-70b
0.4427667451698495,-102.3586956521739,58.94565217391305,0.08695652173913043,0.6479344667874539,0.6150254179134123,0.7672999197941112,0.6846379460959732,0.33335305329250253,0.8572505947491034,0.5728763299791709,0.848942035735767,0.011331334762335566,0.8068371934210784,0.7836394687148918,0.6472533891058486,core counseling attributes,meditron-70b
0.02598698558531676,-158.34736024844722,2.0,0.0,0.5980068946153111,0.5666554851844495,0.7712149562467445,0.5589113780106447,1.0,0.89587642313533,0.500407641734621,0.9991921079345047,9.433509828167359e-06,0.7944335341453552,0.8074662454544255,0.5589113780106447,Overall,medalpaca-7b
0.029288218190528466,-165.97319932998326,2.0,0.0,0.5979698776100548,0.5667952627552947,0.7708533003955917,0.5632434729268303,1.0,0.8945415932442597,0.5048944014907012,0.9991921079345047,9.433509828167359e-06,0.7944335341453552,0.8073662986253919,0.5632434729268303,counseling skills and interventions,medalpaca-7b
0.03859181052025453,-152.38365800865802,2.0,0.0,0.595042581432116,0.564973082773595,0.7715523051706775,0.5568755473619028,1.0,0.8976968965689731,0.5008814994167843,0.9991921079345047,9.43350982816736e-06,0.7944335341453552,0.8073651019364444,0.5568755473619028,"intake, assessment, and diagnosis",medalpaca-7b
0.004183846428621926,-158.07051282051282,2.0,0.0,0.5995658409437199,0.5676703910108062,0.7711479648309777,0.5542587283521127,1.0,0.8998482350199458,0.4926289708131756,0.9991921079345047,9.43350982816736e-06,0.7944335341453552,0.806888661570794,0.5542587283521127,professional practice and ethics,medalpaca-7b
0.018286280092915257,-151.21948818897638,2.0,0.0,0.6019074273567031,0.56841221249167,0.7714550578948404,0.5568763103453428,1.0,0.8913704403718992,0.4966846369712212,0.9991921079345047,9.43350982816736e-06,0.7944335341453552,0.8084038363162792,0.5568763103453428,treatment planning,medalpaca-7b
0.029835669040355988,-159.30434782608697,2.0,0.0,0.5974407215481219,0.5658455363624552,0.7720172444115514,0.563395218356796,1.0,0.8961818313531402,0.5067195368566267,0.9991921079345047,9.433509828167359e-06,0.7944335341453552,0.808151468811234,0.563395218356796,core counseling attributes,medalpaca-7b
0.738662516478426,-23.750465838509317,136.59689440993787,0.35093167701863354,0.7192067340867359,0.6942055756159397,0.8744341760237487,0.8444355333353889,0.10923586295504027,0.9620175380713097,0.7121765453664887,0.8325436579160608,0.01748024144364781,0.9699923871494791,0.9067227589646853,0.7536423732512139,Overall,Llama3-OpenBioLLM-8B
0.7221053894141212,-31.31281407035176,136.66038525963148,0.34003350083752093,0.7212396500026825,0.6970684103610949,0.86843961599272,0.843495775450441,0.10600939698648358,0.9620238583225409,0.7049614367132985,0.83855656764183,0.016205575211555325,0.9736301511814575,0.9037066361772568,0.7528655672659614,counseling skills and interventions,Llama3-OpenBioLLM-8B
0.754315960362102,-18.248917748917748,136.13474025974025,0.30952380952380953,0.7158065085837312,0.6906417983552808,0.8749781558491709,0.8452448972428025,0.1141478982557506,0.9628978181762723,0.7105208157130327,0.8201563093044999,0.018386724279940897,0.9605362002118294,0.903826777597606,0.7563675777297225,"intake, assessment, and diagnosis",Llama3-OpenBioLLM-8B
0.7480750361205021,-26.55128205128205,133.51923076923077,0.3626373626373626,0.7104882291285047,0.6840818822901137,0.8767867637832305,0.8464199411854599,0.11604184204552168,0.9626625877074109,0.7205576601373407,0.8190246558078265,0.017979658799905634,0.9753285124318077,0.9114919087518858,0.7521955846593931,professional practice and ethics,Llama3-OpenBioLLM-8B
0.7386774355618972,-15.200787401574804,138.01870078740157,0.4409448818897638,0.7302445817051554,0.7046134157191183,0.8853763274731129,0.8425103984570832,0.10132062219460967,0.959299798419421,0.7220319909397439,0.8602723670101543,0.01848402525577385,0.9745832285041158,0.9129844024507402,0.7518800604853808,treatment planning,Llama3-OpenBioLLM-8B
0.7462548483972964,1.5869565217391304,162.8913043478261,0.34782608695652173,0.7151189968518016,0.695770845438716,0.8699190231121104,0.8523976915878052,0.1011959195906377,0.96772917138834,0.7268611633259318,0.7726886891658701,0.015175188178062423,0.9525889304977989,0.9181034636593047,0.7583680554576542,core counseling attributes,Llama3-OpenBioLLM-8B
0.6623473285014816,-72.34378881987578,88.00357142857143,0.37763975155279506,0.7295013719768757,0.7009242827195256,0.8734184072642176,0.8308176484534445,0.1610942590009907,0.9579157728421689,0.7053471484409518,0.840526485014114,0.01672333787039594,0.9681008535242245,0.8980673731363311,0.7505082496650147,Overall,counselingQA-gpt4o
0.6388152844445715,-81.43676716917923,86.53643216080403,0.36683417085427134,0.7294433333093486,0.7018155526039725,0.8655372169196381,0.8261434165863999,0.191775468029893,0.9578172064192667,0.696661236975186,0.879323032824147,0.015406329347339903,0.970455249080521,0.8947256303986769,0.7522021757448139,counseling skills and interventions,counselingQA-gpt4o
